ID,Timestamp,Team,Meeting,Setting,Comment
P32,00:00:08,T7,First,Offline, Do we need to read though all the pile?
P31,00:00:10,T7,First,Offline, Yeah. I would
P29,00:00:13,T7,First,Offline,Do you wanna collect these from around and then pass it on
P31,00:00:15,T7,First,Offline, and you can also sort
P32,00:00:17,T7,First,Offline, or should I just maybe tell it to Lore what it is about
P29,00:00:20,T7,First,Offline, Yeah. that should be quicker
P31,00:00:21,T7,First,Offline, But me  maybe all can go over the pile and then everyone can see it
P32,00:00:24,T7,First,Offline, Yeah
P29,00:00:28,T7,First,Offline, Yeah. But we all want to read them and basically tell this and that
P31,00:00:29,T7,First,Offline, I feel like completely like don't have.  I don't have the advantage to deploy any of these
P29,00:02:00,T7,First,Offline, Well. Are you done if you don't mind? 
P31,00:03:06,T7,First,Offline, I have done like three or four
P29,00:03:18,T7,First,Offline, I have done all of them so just let me know when you guys are ready
P31,00:03:34,T7,First,Offline, Anyone left?
P30,00:03:52,T7,First,Offline, So basically you just read them and?
P29,00:04:05,T7,First,Offline, Yeah.  I just read these definitions
P32,00:04:09,T7,First,Offline, I still have three more
P31,00:04:34,T7,First,Offline, Should we just start talking about the projects?
P32,00:04:39,T7,First,Offline, Yeah. I don't mind
P29,00:04:41,T7,First,Offline, So I have got all the apps here. The first one seems pretty straightforward; this one he give me evidence and nutrition support app. So the main paragraph is here. In this project we propose the development of a prototype mobile app to provide	 concise	 research led	 nutritional information to educate families and the general public in an engaging but simple and easy to understand manner. Through the involvement of blah blah blah doh doh doh. the app will not only provide correct nutritional information	 but will encourage healthy eating habits taking the user though the basic information in a fun and interactive way using simple pictures/graphs and diagrams	 diagrams	 will offer snack substitutions	 use persuasive language with a personal coach guided approach with the option of scheduled alerts with positive affirmations doh doh doh. The use of this mobile phone app will cut through any uncertainty and doubt over correct information	 eliminate the confusion surrounding what to eat	 when and how. So it's basically a very straightforward info app on nutrition.
P31,00:04:56,T7,First,Offline, It's basically seems like an HCI rather a code project 
P29,00:04:58,T7,First,Offline, Well. I mean this like this project seems so far pretty straightforward
P32,00:05:01,T7,First,Offline, That seems quite a nice one and quite one to break down into different sections 
P29,00:05:05,T7,First,Offline, Yeah. I can only see the kind of things that we will be doing for only reading the description. 
P31,00:05:07,T7,First,Offline, I though we will be doing a lot of graphic designing 
P29,00:05:12,T7,First,Offline, I don't know
P31,00:05:15,T7,First,Offline, Yeah
P29,00:05:18,T7,First,Offline, It's going to be an app
P31,00:05:20,T7,First,Offline, Yeah. I know do designing
P29,00:05:24,T7,First,Offline, Have you done JavaFX?
P31,00:05:28,T7,First,Offline, No
P29,00:05:41,T7,First,Offline, It's not exactly Java. It's like kind of splits off java script
P31,00:06:02,T7,First,Offline, It's like we choosing right now
P32,00:06:26,T7,First,Offline, No no
P29,00:07:14,T7,First,Offline, The next one
P32,00:07:21,T7,First,Offline, Okay
P29,00:07:22,T7,First,Offline, Scriptate
P31,00:07:57,T7,First,Offline, Scriptate
P29,00:08:11,T7,First,Offline, Scriptate like annotate Scriptate. I read the list here
P31,00:08:13,T7,First,Offline, So
P29,00:08:15,T7,First,Offline, I don't know. I think it's like an interactive media player 
P31,00:08:25,T7,First,Offline, It's more of massive app
P29,00:08:30,T7,First,Offline, Yeah that will be bigger app
P32,00:08:37,T7,First,Offline, I think one of the good reason of doing this app is that it's easy to scale also
P29,00:08:53,T7,First,Offline, Yeah with the ending point
P32,00:08:57,T7,First,Offline, So for this one I think if we chose that one over others it will be easier to scale
P29,00:09:42,T7,First,Offline,  Yeah I know. Okay
P32,00:09:47,T7,First,Offline, Are going to this one?
P29,00:10:49,T7,First,Offline, Let me read the last bit. Ideally we want this device to be a cross platform smartphone app capable of being used by either our technicians or groundsmen to conduct this assessment and illustrate the performance in this test. We would also like to be able to direct generate reports of the surface's performance as well as share results when required.
P32,00:10:51,T7,First,Offline, I don't like this one
P31,00:10:58,T7,First,Offline, Honestly
P29,00:11:36,T7,First,Offline, That's not for a market
P31,00:11:46,T7,First,Offline, Yeah
P29,00:11:50,T7,First,Offline, So that's another thing. It's going to be less like having to work with fancy designs or whatever
P32,00:11:53,T7,First,Offline, Yeah I know that  
P31,00:11:57,T7,First,Offline, What do you think?
P29,00:12:00,T7,First,Offline, I don't know. First of all
P31,00:12:02,T7,First,Offline, You're goanna be happy about doing this one
P32,00:12:04,T7,First,Offline, We hold on to that one like at least go over other things and see if we want to with it or something else 
P31,00:12:07,T7,First,Offline, It's just because we can take your point of view for this team project also do something else than something we used to
P31,00:12:08,T7,First,Offline,  Like a web app
P29,00:12:11,T7,First,Offline, We have these two very quick
P31,00:12:13,T7,First,Offline, sorry
P29,00:12:15,T7,First,Offline,  Here is a web app
P30,00:12:17,T7,First,Offline, Something like Modules or something?
P29,00:12:19,T7,First,Offline, Yeah it seem like kind of classroom comment session 
P32,00:12:23,T7,First,Offline, I don't mind this app. I don't mind if you guys want to but I'm not sure about this
P31,00:12:25,T7,First,Offline, They literally wrote this on the notepad Apple and windows
P29,00:12:27,T7,First,Offline, Yeah
P31,00:12:28,T7,First,Offline, Okay
P29,00:12:30,T7,First,Offline,I don't know what this even like. Like it tells you when the entity is pressed I don't even fucking know. It's like something from the 90s and 80s.
P31,00:12:32,T7,First,Offline, This is basically like yalkrs
P32,00:12:35,T7,First,Offline, Yeah
P29,00:12:37,T7,First,Offline, Yeah
P32,00:12:38,T7,First,Offline, I thought you guys want to do the apps
P30,00:12:40,T7,First,Offline, Did you see this?
P29,00:12:44,T7,First,Offline, No
P30,00:12:46,T7,First,Offline, Pictures
P29,00:12:47,T7,First,Offline, Yeah. They only mention in class polls and quizzes and like comments sections between lecturers and students
P32,00:12:49,T7,First,Offline, I think if we know how badly yalkrs has been built all years
P29,00:12:51,T7,First,Offline, Did you see the YouTube video?
P31,00:12:54,T7,First,Offline, Yeah 
P29,00:12:57,T7,First,Offline,  This is one which is the guy who makes yalkrs he put it up and explained how to use it and the student during comment section ask him can you please make this and that?  The guy says that not very helpful
P31,00:12:59,T7,First,Offline, Yeah 
P32,00:13:02,T7,First,Offline, This year…
P29,00:13:04,T7,First,Offline, I think the main comment is that it's so bad. Anyway
P30,00:13:05,T7,First,Offline, I understand 
P32,00:13:07,T7,First,Offline, They are not awful at all but can't be most helpful
P29,00:13:10,T7,First,Offline, I feel like the research projects their clients would be more likely than would…
P32,00:13:12,T7,First,Offline,  You brought the interesting things
P29,00:13:13,T7,First,Offline, Yeah I don't know 
P31,00:13:15,T7,First,Offline, Well my dad could have helped us
P32,00:13:16,T7,First,Offline, Do you know what I mean?
P29,00:13:19,T7,First,Offline, Yeah
P32,00:13:22,T7,First,Offline, If you guys like this
P29,00:13:25,T7,First,Offline, It's pretty med tech
P31,00:13:27,T7,First,Offline, I was goanna write this 
P32,00:13:29,T7,First,Offline, it that's their first impression
P30,00:13:33,T7,First,Offline, Anybody is interested in biology?
P32,00:13:36,T7,First,Offline, Yeah
P29,00:13:38,T7,First,Offline, No
P31,00:13:41,T7,First,Offline, I have picked two by the way
P29,00:13:44,T7,First,Offline, ok. Good good good …
P32,00:13:47,T7,First,Offline, Ok who wants to go next? 
P30,00:13:49,T7,First,Offline, Me.  I have this application here
P32,00:13:53,T7,First,Offline, What's called?
P30,00:13:54,T7,First,Offline,  It's called Actify
P31,00:13:59,T7,First,Offline, Actify?
P30,00:14:02,T7,First,Offline, Yes. So
P31,00:14:04,T7,First,Offline, What?
P29,00:14:07,T7,First,Offline, in the education stuff here.
P29,00:14:11,T7,First,Offline, I'm totally lost
P31,00:14:14,T7,First,Offline, Can I see it?
P30,00:14:16,T7,First,Offline, Yeah
P30,00:14:21,T7,First,Offline, Basically
P31,00:14:25,T7,First,Offline, Save money
P30,00:14:27,T7,First,Offline, Save money
P29,00:14:30,T7,First,Offline, Save money okay
P30,00:14:31,T7,First,Offline, This is the main objective
P31,00:14:34,T7,First,Offline, Learning physical activity. Wait  
P30,00:14:37,T7,First,Offline, So basically..
P31,00:14:41,T7,First,Offline, People who experience physical activity. We would like to produce an application which helps to gather data concerning individuals' experiences of being physically active and the factors which have impacted them throughout their lives. This data could be used to influence: the future planning and delivery of physical activity programmes and services; how staff in the physical activity sector are trained and developed throughout their careers; and how physical activity providers and policy makers interact with the public to increase levels of physical activity
P29,00:14:45,T7,First,Offline, They expect people like just to use the app
P31,00:14:48,T7,First,Offline, I think it's a massive physical activity app
P29,00:14:51,T7,First,Offline, Sounds pretty vague 
P31,00:14:53,T7,First,Offline, Yeah. So basically just gathering data and having an app
P30,00:14:56,T7,First,Offline, I actually like this one
P29,00:14:58,T7,First,Offline, Why would go with that one?
P30,00:15:00,T7,First,Offline, Because of the data
P31,00:15:03,T7,First,Offline, You mean data visualisation or just gathering data
P30,00:15:08,T7,First,Offline, I think data like something more interesting for me
P31,00:15:11,T7,First,Offline, I like the data visualisation
P29,00:15:13,T7,First,Offline, My understanding it seems like an app nobody is goanna use
P31,00:15:17,T7,First,Offline, Yeah
P30,00:15:18,T7,First,Offline, As long like they like you make people try their selves
P29,00:15:21,T7,First,Offline, Well first
P32,00:15:23,T7,First,Offline, The next one
P30,00:15:25,T7,First,Offline, The next one.  So this one
P32,00:15:28,T7,First,Offline, What's called?
P30,00:15:33,T7,First,Offline, Part of this work
P31,00:15:35,T7,First,Offline, What?
P33,00:15:36,T7,First,Offline, Oh
P30,00:15:39,T7,First,Offline, Sorry?
P33,00:15:45,T7,First,Offline, It's CERN. The centre of European Organization for Nuclear Research
P30,00:15:48,T7,First,Offline, Yeah
P33,00:15:51,T7,First,Offline, Did you hear the news about?
P30,00:15:58,T7,First,Offline, This is a part of the thing that they are trying to upgrade the inner sensors
P31,00:16:00,T7,First,Offline, Yeah. They want something really for production and sensors for inner tracker upgrade involves sensitive electronic will require monitoring and control of the production/testing environment for conditions such as temperature and humidity. 
P29,00:16:02,T7,First,Offline, So we would have do it in Linux?
P31,00:16:04,T7,First,Offline,Yeah it involves a network of environmental sensors (for example DHT22 devices connected to arduino/raspberry pi devices. This would be like systems and
P30,00:16:06,T7,First,Offline, Electronics 
P31,00:16:09,T7,First,Offline, Electronics
P29,00:16:11,T7,First,Offline, I'm not crazy about sensors 
P32,00:16:13,T7,First,Offline, I like this app for learning
P31,00:16:15,T7,First,Offline, The data from several sensors communicating to one over several servers will require a common structure to identify and return information. Analysis algorithms
P29,00:16:19,T7,First,Offline, I would like to not take this project which I have to learn a lot from it
P31,00:16:22,T7,First,Offline, You can learn a bit but not most of it
P29,00:16:24,T7,First,Offline, Yeah. You can predict how long you goanna need to learn all this
